fpr,tpr,threshold
0.0,0.0,inf
0.0,0.001851851851851852,0.9972256422042847
0.0,0.027777777777777776,0.9890239834785461
0.001851851851851852,0.027777777777777776,0.9885357022285461
0.001851851851851852,0.044444444444444446,0.9800150394439697
0.003703703703703704,0.044444444444444446,0.9796452522277832
0.003703703703703704,0.06666666666666667,0.9638037085533142
0.005555555555555556,0.06666666666666667,0.9623939990997314
0.005555555555555556,0.08333333333333333,0.9543779492378235
0.007407407407407408,0.08333333333333333,0.9533432722091675
0.007407407407407408,0.1037037037037037,0.9374344944953918
0.009259259259259259,0.1037037037037037,0.9359030723571777
0.009259259259259259,0.13148148148148148,0.9114974141120911
0.011111111111111112,0.13148148148148148,0.9106730818748474
0.011111111111111112,0.14629629629629629,0.8994504809379578
0.012962962962962963,0.14629629629629629,0.8988239169120789
0.012962962962962963,0.22407407407407406,0.851684033870697
0.014814814814814815,0.22407407407407406,0.85107421875
0.014814814814814815,0.22777777777777777,0.8460913300514221
0.016666666666666666,0.22777777777777777,0.8458005785942078
0.016666666666666666,0.23148148148148148,0.8439568281173706
0.018518518518518517,0.23148148148148148,0.8433179259300232
0.018518518518518517,0.31296296296296294,0.8106686472892761
0.020370370370370372,0.31296296296296294,0.8090769648551941
0.020370370370370372,0.3351851851851852,0.792872965335846
0.022222222222222223,0.3351851851851852,0.7922506928443909
0.022222222222222223,0.337037037037037,0.7914146780967712
0.024074074074074074,0.337037037037037,0.790848970413208
0.024074074074074074,0.34629629629629627,0.7872769832611084
0.024074074074074074,0.35,0.787109375
0.024074074074074074,0.4777777777777778,0.7416553497314453
0.025925925925925925,0.4777777777777778,0.7413212656974792
0.025925925925925925,0.5740740740740741,0.7122621536254883
0.027777777777777776,0.5740740740740741,0.712104320526123
0.027777777777777776,0.575925925925926,0.7120026350021362
0.02962962962962963,0.575925925925926,0.7114400267601013
0.02962962962962963,0.5925925925925926,0.7054729461669922
0.03148148148148148,0.5925925925925926,0.7050637006759644
0.03148148148148148,0.6111111111111112,0.6991676092147827
0.03333333333333333,0.6111111111111112,0.6990566253662109
0.03333333333333333,0.6388888888888888,0.6885184049606323
0.03518518518518519,0.6388888888888888,0.687204122543335
0.03518518518518519,0.6555555555555556,0.6824760437011719
0.037037037037037035,0.6555555555555556,0.6824753880500793
0.037037037037037035,0.6888888888888889,0.6718029975891113
0.03888888888888889,0.6888888888888889,0.6714945435523987
0.03888888888888889,0.7018518518518518,0.6689413785934448
0.040740740740740744,0.7018518518518518,0.6680105924606323
0.040740740740740744,0.7185185185185186,0.660772979259491
0.04259259259259259,0.7185185185185186,0.660682201385498
0.04259259259259259,0.7962962962962963,0.6324618458747864
0.044444444444444446,0.7962962962962963,0.6321527361869812
0.044444444444444446,0.8555555555555555,0.6086445450782776
0.046296296296296294,0.8555555555555555,0.6083984375
0.046296296296296294,0.8648148148148148,0.5977123379707336
0.04814814814814815,0.8648148148148148,0.597561240196228
0.04814814814814815,0.8703703703703703,0.5956524610519409
0.05185185185185185,0.8703703703703703,0.5954527854919434
0.05185185185185185,0.8833333333333333,0.5904826521873474
0.053703703703703705,0.8833333333333333,0.589991569519043
0.053703703703703705,0.8925925925925926,0.587482750415802
0.05555555555555555,0.8925925925925926,0.5861800312995911
0.05555555555555555,0.9314814814814815,0.5622678995132446
0.05740740740740741,0.9314814814814815,0.5584318041801453
0.05740740740740741,0.9388888888888889,0.5551274418830872
0.05925925925925926,0.9388888888888889,0.5533595681190491
0.05925925925925926,0.9407407407407408,0.5517145395278931
0.06111111111111111,0.9407407407407408,0.5516943335533142
0.06111111111111111,0.9537037037037037,0.5421252846717834
0.06296296296296296,0.9537037037037037,0.5413151979446411
0.06296296296296296,0.9833333333333333,0.5019919872283936
0.08148148148148149,0.9833333333333333,0.4874800741672516
0.08148148148148149,0.987037037037037,0.47748100757598877
0.12407407407407407,0.987037037037037,0.4219246208667755
0.12407407407407407,0.9888888888888889,0.421892911195755
0.1814814814814815,0.9888888888888889,0.359656423330307
0.1814814814814815,0.9907407407407407,0.359279066324234
0.24814814814814815,0.9907407407407407,0.27762115001678467
0.24814814814814815,0.9925925925925926,0.2686213552951813
0.25,0.9925925925925926,0.2649180293083191
0.25,0.9944444444444445,0.2633393406867981
0.3055555555555556,0.9944444444444445,0.20066888630390167
0.3055555555555556,0.9962962962962963,0.20036782324314117
0.32407407407407407,0.9962962962962963,0.18824075162410736
0.32407407407407407,0.9981481481481481,0.1870458871126175
0.3907407407407407,0.9981481481481481,0.13763704895973206
0.3907407407407407,1.0,0.1372135579586029
1.0,1.0,3.900624712116496e-09
